,id,x,y,vx,vy,fx,fy,E_pot,E_kin
10.0,1,-14.589645,-52.602238,-8.339300303505906,-4.68581137748409,-0.0002865979495254578,-0.0007522770736159146,0.012891083698762377,305.1550273210725
10.0,2,39.38674,-57.090317,7.599023535904422,2.6772578026751734,-28.40859531860133,-34.619944710885875,297.1313343385044,216.48441491745015
10.0,3,45.88663,-53.746113,5.6355100587488955,4.52880815786949,45.0151272940403,1.4638537265361364,297.13086297881523,174.3173716384058
10.0,4,-56.427826,8.055256,-9.032263049106854,0.38839643516389616,-0.0008284276570975635,-0.00032312839334736054,0.01570505674506041,272.57831297632873
10.0,5,-16.582611,1.8639196,8.598016250340528,1.7627557966975265,-0.0034339241744874016,-0.001533020941678842,0.10106041478792266,256.9056934521016
10.0,6,9.336055,-8.43644,-10.43165013242882,0.8965428557556931,0.0022095577385243814,-0.0030651709938638305,0.09424307681173251,365.5930837813253
10.0,7,58.9637,-1.1300552,-8.212738973403473,-0.3001670081316108,0.0003011081126729209,2.3075945231099126e-05,0.006309248421414225,225.24317089623344
10.0,8,-48.306355,66.93681,-7.61054146048885,-9.488834890750425,-0.011276730656943457,0.00145628519990737,0.2691554576001129,493.4410269006509
10.0,9,-23.888895,64.38607,9.628707257211376,-1.7890286611915887,0.01124109784221261,-0.0013423078374330544,0.26934687986161254,319.86861103045936
11.0,0,-60.374687,-60.792118,2.643800486631272,-10.081452032635298,-0.0003441049425418896,-0.0002989850988797116,0.005635519582729345,362.2655625916261
11.0,1,-15.006611,-52.83653,-8.339302383542549,-4.685816982175855,-0.00028016913347528316,-0.0007483889619379624,0.012809158622682998,305.15531819041126
11.0,2,39.761112,-56.963425,7.37446690034962,2.3925274171171607,-29.77273413681246,-37.20121512804795,312.58659926420836,200.45667660254148
11.0,3,46.1773,-53.519226,5.99488369148027,4.5497814208219935,47.45057328749087,2.380902470040084,312.5862789192088,188.8915367411964
11.0,4,-56.87944,8.074676,-9.032268254953028,0.38839433506102766,-0.0007346731770496717,-0.0002931092831204296,0.01417218876842076,272.5786211631139
11.0,5,-16.152712,1.9520571,8.59798163587589,1.7627427564251854,-0.004159653563647225,-0.0016638739739391895,0.11662909502347708,256.90355503768865
11.0,6,8.814473,-8.391614,-10.431627405288516,0.8965112425498089,0.0027120377311575794,-0.003769234343678818,0.11118872374796848,365.59131340716675
11.0,7,58.553062,-1.1450635,-8.212736633694428,-0.3001668121250019,0.00030837226723434696,2.511461322463049e-05,0.006416770224552202,225.24304233697512
11.0,8,-48.686882,66.46237,-7.6106017666004195,-9.488828681281976,-0.008949647579008513,0.000988515429092729,0.22026212819956584,493.4436951899905
11.0,9,-23.407457,64.296616,9.628767253269803,-1.7890339865162,0.008910196469260612,-0.0008719049303493875,0.22039576768974645,319.87252774420745
12.0,0,-60.242496,-61.296192,2.6437976835356976,-10.081454471424868,-0.00036349307765704,-0.00031605027925252216,0.005915902372682739,362.2656771536887
12.0,1,-15.423576,-53.07082,-8.339304426831903,-4.685822585105025,-0.0002747846426700562,-0.0007469428010153933,0.012769725181213477,305.15560696089915
12.0,2,40.124187,-56.851063,7.151184747635612,2.100623360147924,-30.13897622920871,-38.76485173882982,319.7226320252543,185.26612608971124
12.0,3,46.48612,-53.291134,6.355605012203065,4.576324607026456,48.43031192523992,3.214764085687925,319.72245242880535,204.55710070335525
12.0,4,-57.331055,8.094095,-9.032272899982406,0.3883924158673644,-0.0006542465820871257,-0.000267198162191562,0.012855335832811714,272.57889603221366
12.0,5,-15.722814,2.040194,8.597939234310026,1.7627285270841253,-0.005075485601707896,-0.0018152706866203516,0.13645197678955825,256.90095607517463
12.0,6,8.292892,-8.346789,-10.431599217016743,0.8964719686536295,0.003351563301976057,-0.004665168986264234,0.13217726636065025,365.58911725717854
12.0,7,58.142426,-1.1600718,-8.212734237052036,-0.30016660058392713,0.0003158621056762456,2.717995002754492e-05,0.006529444003988609,225.24291062790357
12.0,8,-49.067413,65.98793,-7.610649994944634,-9.488824491676034,-0.007140022987796257,0.0006681707529381242,0.1811153100156978,493.445878237238
12.0,9,-22.926018,64.20716,9.62881514288163,-1.7890372717439098,0.007096751918950872,-0.0005488916759261997,0.18118922151473374,319.8756426106107
13.0,0,-60.110306,-61.800266,2.6437947179525945,-10.081457055473347,-0.0003843728215997544,-0.0003346187784245558,0.0062201417132310725,362.2657986182113
13.0,1,-15.840542,-53.30511,-8.339306440346055,-4.685828204399106,-0.00027036495714583,-0.0007479187013075261,0.012772589949750961,305.15589458690977
13.0,2,40.47623,-56.75336,6.936900503170903,1.8107565147394928,-29.4327021148886,-39.11515066056254,317.619698231856,171.41709153479172
13.0,3,46.81286,-53.061592,6.705990758213753,4.606823468394799,47.81013644360161,3.8669579936625382,317.61965141748266,220.7541036182015
13.0,4,-57.78267,8.113515,-9.03227706185912,0.3883906526897287,-0.0005850472559245645,-0.00024484270716129686,0.011722218948853013,272.57914219797937
13.0,5,-15.292918,2.12833,8.597886927298662,1.7627130403178273,-0.00623725217033666,-0.0019811175081940746,0.16157553386413584,256.8977742851944
13.0,6,7.771313,-8.301967,-10.431564030855574,0.8964228409572721,0.004169067607222132,-0.005813106514381161,0.15828780445027094,365.58637530216504
13.0,7,57.73179,-1.1750802,-8.212731781956242,-0.3001663734528448,0.0003235620844712628,2.9259208716325702e-05,0.006647151449301003,225.24277568564344
13.0,8,-49.44795,65.51349,-7.6106887775693695,-9.48882167670402,-0.0057272992487247265,0.0004496161123768161,0.1496498633384777,493.44766880516363
13.0,9,-22.444576,64.11771,9.62885355797213,-1.7890391615524206,0.005680196516250291,-0.0003276070770965589,0.14966197980698268,319.87813234473987
14.0,0,-59.978115,-62.30434,2.6437915775417817,-10.081459797378164,-0.00040684475038688106,-0.0003548053562099085,0.006549831193341825,362.2659276146961
14.0,1,-16.257507,-53.539402,-8.339308430568668,-4.685833858169651,-0.00026684061867854325,-0.0007513089595363454,0.012817863787717477,305.1561819951533
14.0,2,40.81788,-56.669987,6.738193700718171,1.531727370353809,-27.73833430829592,-38.221323694406905,306.5534105419144,159.24439269010594
14.0,3,47.15672,-52.830452,7.035741016884239,4.639335102920914,45.67278059204986,4.270138219411237,306.5534906274849,236.86864798262798
14.0,4,-58.234283,8.132935,-9.032280806365055,0.38838902389367735,-0.0005253414508104015,-0.00022557308602699777,0.010746031913181246,272.57936356737036
14.0,5,-14.863026,2.2164652,8.597821959639043,1.7626963356731618,-0.007718258461380856,-0.0021507517401460063,0.19336954313481466,256.89385213952556
14.0,6,7.249736,-8.257147,-10.431519839316607,0.8963609496533194,0.0052186001923928416,-0.00729416287379081,0.19091728840911315,365.5829304822481
14.0,7,57.32115,-1.1900885,-8.212729266993216,-0.3001661307741092,0.00033145747367768763,3.133936404964288e-05,0.006769775529247522,225.24263743283439
14.0,8,-49.828484,65.03905,-7.610720142280552,-9.488819790232599,-0.0046199050308679546,0.0003014184208822712,0.12425775141011448,493.4491415889085
14.0,9,-21.963133,64.02825,9.628884526143295,-1.7890401013477315,0.0045689496292586895,-0.00017659383362200742,0.1242058640196306,319.8801324762771
